Code Acte;Code acte/activité/phase;Libellé long;Code Activité;Code Phase;Code Regroupement;Tarif secteur 1 et 2 adhérant à l'OPTAM/OPTAM-CO;Tarif secteur 2 non adhérant à l'OPTAM/OPTAM-CO; Quantité d'actes  ;HSD;Montants remboursés;Catégorie d'acte;Sous-catégorie d'acte
ABSA003;ABSA00310;Fermeture d'une brèche ostéodurale du sinus frontal, par abord coronal;1;0;ADC;501.58 €;501.58 €;4;2 253 €;2 253 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA003;ABSA00340;Fermeture d'une brèche ostéodurale du sinus frontal, par abord coronal;4;0;ADA;229.90 €;229.90 €;1;117 €;117 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA004;ABSA00410;Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord mastoïdoattical;1;0;ADC;418.00 €;418.00 €;48;15 517 €;15 281 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA004;ABSA00440;Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord mastoïdoattical;4;0;ADA;229.90 €;229.90 €;38;7 936 €;7 936 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA006;ABSA00640;Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord suprapétreux;4;0;ADA;276.18 €;276.18 €;1;140 €;140 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA006;ABSA00610;Fermeture d'une brèche ostéodurale de l'étage moyen de la base du crâne, par abord suprapétreux;1;0;ADC;589.82 €;517.66 €;8;4 164 €;4 153 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA007;ABSA00710;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par craniotomie;1;0;ADC;517.57 €;475.75 €;9;4 816 €;4 816 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA007;ABSA00740;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par craniotomie;4;0;ADA;267.01 €;267.01 €;10;2 353 €;2 353 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA008;ABSA00840;Fermeture d'une fistule postopératoire de liquide cérébrospinal de la base du crâne;4;0;ADA;229.90 €;229.90 €;12;2 684 €;2 684 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA008;ABSA00810;Fermeture d'une fistule postopératoire de liquide cérébrospinal de la base du crâne;1;0;ADC;418.00 €;418.00 €;15;5 967 €;5 967 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA009;ABSA00910;Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire de la voûte crânienne, par craniotomie;1;0;ADC;418.00 €;418.00 €;14;6 376 €;6 376 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA009;ABSA00940;Fermeture d'une fistule de liquide cérébrospinal ou d'une méningocèle postopératoire de la voûte crânienne, par craniotomie;4;0;ADA;229.90 €;229.90 €;14;3 174 €;3 174 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA010;ABSA01040;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord paralatéronasal;4;0;ADA;254.54 €;254.54 €;1;153 €;153 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA010;ABSA01010;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord paralatéronasal;1;0;ADC;518.55 €;518.55 €;1;280 €;280 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA011;ABSA01140;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord nasosphénoïdal;4;0;ADA;229.90 €;229.90 €;8;1 891 €;1 891 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA011;ABSA01110;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par abord nasosphénoïdal;1;0;ADC;455.84 €;439.95 €;9;3 547 €;3 547 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA012;ABSA01240;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par endoscopie;4;0;ADA;229.90 €;229.90 €;36;8 052 €;8 052 €;Autres Actes de Chirurgie;Actes chirurgicaux
ABSA012;ABSA01210;Fermeture d'une brèche ostéodurale ou d'une méningocèle de l'étage antérieur de la base du crâne, par endoscopie;1;0;ADC;418.00 €;418.00 €;38;14 173 €;13 970 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA001;ACFA00140;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale unilatérale;4;0;ADA;341.39 €;341.39 €;21;6 611 €;6 592 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA001;ACFA00110;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale unilatérale;1;0;ADC;699.07 €;668.80 €;32;21 713 €;21 644 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA002;ACFA00210;Exérèse de tumeur extraparenchymateuse de la convexité du cerveau sans atteinte de sinus veineux dural, par craniotomie;1;0;ADC;621.08 €;535.79 €;79;46 653 €;46 653 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA002;ACFA00240;Exérèse de tumeur extraparenchymateuse de la convexité du cerveau sans atteinte de sinus veineux dural, par craniotomie;4;0;ADA;376.94 €;376.94 €;67;25 280 €;25 280 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA003;ACFA00340;Exérèse de tumeur de la pointe du rocher, par abord translabyrinthique;4;0;ADA;258.58 €;258.58 €;1;286 €;286 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA003;ACFA00310;Exérèse de tumeur de la pointe du rocher, par abord translabyrinthique;1;0;ADC;715.05 €;715.05 €;2;1 535 €;1 535 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA004;ACFA00440;Exérèse de tumeur du clivus, par craniotomie;4;0;ADA;431.15 €;431.15 €;2;875 €;875 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA004;ACFA00410;Exérèse de tumeur du clivus, par craniotomie;1;0;ADC;1 159.22 €;1 023.46 €;5;5 919 €;5 919 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA005;ACFA00510;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord rétrolabyrinthique présigmoïdien;1;0;ADC;1 228.92 €;1 107.79 €;4;4 847 €;4 847 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA005;ACFA00540;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord rétrolabyrinthique présigmoïdien;4;0;ADA;471.78 €;471.78 €;1;479 €;479 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA006;ACFA00640;Exérèse de tumeur de la pointe du rocher sans déroutement du nerf facial, par abord transpétreux;4;0;ADA;245.02 €;245.02 €;3;622 €;622 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA006;ACFA00610;Exérèse de tumeur de la pointe du rocher sans déroutement du nerf facial, par abord transpétreux;1;0;ADC;741.51 €;605.64 €;5;3 100 €;3 090 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA007;ACFA00740;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord translabyrinthique;4;0;ADA;395.17 €;395.17 €;4;1 605 €;1 605 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA007;ACFA00710;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord translabyrinthique;1;0;ADC;1 256.64 €;1 123.87 €;29;24 218 €;24 181 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA008;ACFA00810;Exérèse de tumeur extraparenchymateuse de la convexité du cervelet sans atteinte de sinus veineux dural, par craniotomie;1;0;ADC;571.45 €;550.89 €;2;1 302 €;1 302 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA008;ACFA00840;Exérèse de tumeur extraparenchymateuse de la convexité du cervelet sans atteinte de sinus veineux dural, par craniotomie;4;0;ADA;395.61 €;395.61 €;1;402 €;402 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA009;ACFA00940;Exérèse de tumeur de la pointe du rocher, par abord suprapétreux;4;0;ADA;250.15 €;250.15 €;1;254 €;254 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA009;ACFA00910;Exérèse de tumeur de la pointe du rocher, par abord suprapétreux;1;0;ADC;963.27 €;734.26 €;2;1 539 €;1 529 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA010;ACFA01040;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord infraoccipital rétrosigmoïdien;4;0;ADA;515.77 €;515.77 €;39;19 979 €;19 979 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA010;ACFA01010;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord infraoccipital rétrosigmoïdien;1;0;ADC;1 228.92 €;1 107.79 €;68;81 873 €;81 869 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA011;ACFA01140;Exérèse de tumeur de l'étage moyen de la base du crâne, par craniotomie;4;0;ADA;352.74 €;352.74 €;19;6 868 €;6 868 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA011;ACFA01110;Exérèse de tumeur de l'étage moyen de la base du crâne, par craniotomie;1;0;ADC;706.16 €;672.91 €;23;17 626 €;17 626 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA012;ACFA01210;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord suprapétreux;1;0;ADC;940.50 €;940.50 €;1;955 €;955 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA013;ACFA01310;Exérèse de tumeur du tiers interne de l'étage moyen de la base du crâne intéressant l'angle sphénoorbitaire, par craniotomie;1;0;ADC;1 177.65 €;946.37 €;75;79 597 €;79 536 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA013;ACFA01340;Exérèse de tumeur du tiers interne de l'étage moyen de la base du crâne intéressant l'angle sphénoorbitaire, par craniotomie;4;0;ADA;369.61 €;369.61 €;54;19 900 €;19 900 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA014;ACFA01410;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par deux abords;1;0;ADC;1 205.14 €;1 205.14 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA014;ACFA01440;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par deux abords;4;0;ADA;563.79 €;563.79 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA015;ACFA01510;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale bilatérale;1;0;ADC;787.70 €;720.20 €;8;5 751 €;5 741 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA015;ACFA01540;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale bilatérale;4;0;ADA;348.35 €;348.35 €;4;1 455 €;1 455 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA016;ACFA01640;Exérèse de tumeur de la région pétroclivale sans déroutement du nerf facial, par abord transpétreux;4;0;ADA;445.81 €;445.81 €;2;905 €;905 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA016;ACFA01610;Exérèse de tumeur de la région pétroclivale sans déroutement du nerf facial, par abord transpétreux;1;0;ADC;1 214.52 €;1 055.54 €;5;6 457 €;6 447 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA018;ACFA01840;Exérèse de tumeur extraparenchymateuse de la convexité du cervelet envahissant un sinus veineux dural, par craniotomie;4;0;ADA;445.10 €;445.10 €;5;2 033 €;2 033 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA018;ACFA01810;Exérèse de tumeur extraparenchymateuse de la convexité du cervelet envahissant un sinus veineux dural, par craniotomie;1;0;ADC;761.47 €;661.10 €;7;4 834 €;4 834 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA019;ACFA01910;Exérèse de tumeur du foramen magnum avec déroutement de l'artère vertébrale, par craniotomie;1;0;ADC;989.76 €;837.40 €;1;905 €;905 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA019;ACFA01940;Exérèse de tumeur du foramen magnum avec déroutement de l'artère vertébrale, par craniotomie;4;0;ADA;418.00 €;418.00 €;1;424 €;424 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA020;ACFA02010;Exérèse de tumeur du clivus, par abord transoral ou nasosphénoïdal;1;0;ADC;942.26 €;897.64 €;5;4 952 €;4 952 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA020;ACFA02040;Exérèse de tumeur du clivus, par abord transoral ou nasosphénoïdal;4;0;ADA;396.69 €;396.69 €;3;1 208 €;1 208 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA022;ACFA02240;Exérèse de tumeur de la région optochiasmatique et/ou hypothalamique, par craniotomie;4;0;ADA;441.05 €;441.05 €;18;8 132 €;8 132 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA022;ACFA02210;Exérèse de tumeur de la région optochiasmatique et/ou hypothalamique, par craniotomie;1;0;ADC;1 046.48 €;870.30 €;38;36 403 €;35 968 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA023;ACFA02310;Exérèse de tumeur du foramen jugulaire, par craniotomie;1;0;ADC;1 041.52 €;867.42 €;0;;;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA024;ACFA02440;Exérèse de tumeur du foramen magnum sans déroutement de l'artère vertébrale, par craniotomie;4;0;ADA;383.90 €;383.90 €;3;1 169 €;1 169 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA024;ACFA02410;Exérèse de tumeur du foramen magnum sans déroutement de l'artère vertébrale, par craniotomie;1;0;ADC;808.97 €;732.54 €;4;3 120 €;3 120 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA026;ACFA02640;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale bilatérale et abord ethmoïdal;4;0;ADA;355.31 €;355.31 €;12;4 148 €;4 148 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA026;ACFA02610;Exérèse de tumeur de l'étage antérieur de la base du crâne, par craniotomie frontale bilatérale et abord ethmoïdal;1;0;ADC;991.89 €;838.63 €;15;13 883 €;13 883 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA027;ACFA02710;Exérèse de tumeur de l'angle pontocérébelleux et/ou du méat acoustique interne [conduit auditif interne], par abord transotique;1;0;ADC;1 370.60 €;1 189.96 €;1;1 287 €;1 287 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA028;ACFA02840;Exérèse de tumeur extraparenchymateuse de la convexité du cerveau envahissant un sinus veineux dural, par craniotomie;4;0;ADA;386.84 €;386.84 €;44;17 191 €;17 191 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACFA028;ACFA02810;Exérèse de tumeur extraparenchymateuse de la convexité du cerveau envahissant un sinus veineux dural, par craniotomie;1;0;ADC;773.52 €;624.20 €;56;35 900 €;35 890 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACHA001;ACHA00110;Biopsie de lésion de la base du crâne, par abord transoral ou nasosphénoïdal;1;0;ADC;369.39 €;284.47 €;4;1 297 €;1 297 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACHA001;ACHA00140;Biopsie de lésion de la base du crâne, par abord transoral ou nasosphénoïdal;4;0;ADA;198.68 €;198.68 €;3;605 €;605 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACHA002;ACHA00240;Biopsie de lésion intracrânienne, par craniotomie;4;0;ADA;127.93 €;127.93 €;6;803 €;803 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACHA002;ACHA00210;Biopsie de lésion intracrânienne, par craniotomie;1;0;ADC;231.13 €;204.28 €;8;1 657 €;1 657 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACHA003;ACHA00310;Biopsie de lésion de la base du crâne, par endoscopie buccale ou nasale;1;0;ADC;220.73 €;220.73 €;6;1 495 €;1 485 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACHA003;ACHA00340;Biopsie de lésion de la base du crâne, par endoscopie buccale ou nasale;4;0;ADA;138.55 €;138.55 €;5;703 €;703 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACHB001;ACHB00110;Biopsie de lésion intracrânienne, par voie transcrânienne stéréotaxique;1;0;ATM;522.50 €;522.50 €;219;124 002 €;123 941 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
ACHB001;ACHB00140;Biopsie de lésion intracrânienne, par voie transcrânienne stéréotaxique;4;0;ADA;229.90 €;229.90 €;194;45 280 €;45 280 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
ACHJ001;ACHJ00110;Ponction ou cytoponction de lésion intracrânienne, par voie transcutanée avec guidage remnographique [IRM];1;0;ATM;104.50 €;104.50 €;2;52 €;26 €;Autres Actes Médicaux Diagnostiques;Actes techniques médicaux diagnostiques
ACPA001;ACPA00140;Libération d'un conflit vasculonerveux intracrânien, par craniotomie;4;0;ADA;231.81 €;231.81 €;12;2 755 €;2 737 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACPA001;ACPA00110;Libération d'un conflit vasculonerveux intracrânien, par craniotomie;1;0;ADC;596.27 €;521.40 €;29;16 091 €;16 032 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACQC001;ACQC00110;Exploration intracrânienne, par vidéochirurgie;1;0;ADC;;;2;0 €;0 €;Autres Actes de Chirurgie;Actes chirurgicaux
ACQH001;ACQH00110;Scanographie du crâne et de son contenu, avec injection intrathécale de produit de contraste [Cysternoscanner];1;0;ADI;25.27 €;25.27 €;3 326;101 979 €;82 156 €;Scanographie du système nerveux;Imagerie Scanographie
ACQH002;ACQH00210;Scanographie du crâne, de son contenu et du thorax, avec injection intraveineuse de produit de contraste;1;0;ADI;50.54 €;50.54 €;18 377;1 127 044 €;1 010 867 €;Scanographie du système nerveux;Imagerie Scanographie
ACQH003;ACQH00310;Scanographie du crâne et de son contenu, avec injection intraveineuse de produit de contraste;1;0;ADI;25.27 €;25.27 €;223 972;6 915 763 €;5 331 117 €;Scanographie du système nerveux;Imagerie Scanographie
ACQH004;ACQH00410;Scanographie du crâne, de son contenu et du tronc, avec injection intraveineuse de produit de contraste;1;0;ADI;50.54 €;50.54 €;5 896;362 902 €;304 957 €;Scanographie du système nerveux;Imagerie Scanographie
ACQJ001;ACQJ00110;Remnographie [IRM] du crâne et de son contenu avec étude de la viabilité du parenchyme cérébral par imagerie de diffusion et de perfusion, avec remnographie des vaisseaux [angio-IRM] cervicocéphaliques;1;0;ADI;69.00 €;69.00 €;9 794;675 243 €;523 451 €;IRM du système nerveux;Imagerie IRM
ACQJ002;ACQJ00210;Remnographie [IRM] du crâne et de son contenu, avec injection intraveineuse de produit de contraste;1;0;ADI;69.00 €;69.00 €;470 490;32 465 706 €;25 450 693 €;IRM du système nerveux;Imagerie IRM
